target word,Sentence,acc_subs,unacc_subs,prof_acc_subs,prof_unacc_subs,t_words_cefr,prof_acc_cefr,prof_unacc_cefr,clean_sentence,target_clean,substitute,source_row_idx,dataset,target1,substitute1,target1_offset,target1_end,target2_options_json,num_target2_options,num_total_candidates2
fame,"Because, trying new things and risks breaks the monotony, gives name and **fame**, and also gives soul satisfaction and offers new things and technology to society.","['recognition', 'renown', 'acclaim', 'reputation']",['celebrity'],"['recognition', 'renown', 'acclaim', 'reputation']",[],3,"[3, 4, 5, 3]",[],"Because, trying new things and risks breaks the monotony, gives name and fame, and also gives soul satisfaction and offers new things and technology to society.",fame,reputation,506,prolex,fame,reputation,73,77,"[{""target2"": ""trying"", ""target2_offset"": 9, ""target2_end"": 15, ""target2_pos"": ""VBG"", ""target2_rank"": 2, ""candidates"": [""attempting"", ""seeking"", ""testing"", ""hearing"", ""sampling"", ""tasting"", ""examining"", ""judging"", ""proving"", ""rendering""]}, {""target2"": ""things"", ""target2_offset"": 20, ""target2_end"": 26, ""target2_pos"": ""NNS"", ""target2_rank"": 4, ""candidates"": [""matters"", ""affairs""]}, {""target2"": ""risks"", ""target2_offset"": 31, ""target2_end"": 36, ""target2_pos"": ""NNS"", ""target2_rank"": 6, ""candidates"": [""dangers"", ""hazards""]}, {""target2"": ""breaks"", ""target2_offset"": 37, ""target2_end"": 43, ""target2_pos"": ""VBP"", ""target2_rank"": 7, ""candidates"": [""disclose"", ""reveal"", ""break"", ""pause"", ""collapse"", ""burst"", ""expose"", ""violate"", ""crack"", ""stop"", ""discover"", ""fail"", ""split"", ""die"", ""bust"", ""give"", ""part"", ""better"", ""breach"", ""soften"", ""bankrupt"", ""separate"", ""go"", ""bump"", ""damp"", ""ruin""]}, {""target2"": ""gives"", ""target2_offset"": 58, ""target2_end"": 63, ""target2_pos"": ""VBZ"", ""target2_rank"": 11, ""candidates"": [""holds"", ""pays"", ""hands"", ""contributes"", ""feeds"", ""pass"", ""commits"", ""sacrifices"", ""throws"", ""yields"", ""establishes"", ""leaves"", ""presents"", ""generates"", ""makes"", ""grants"", ""applies"", ""renders"", ""reaches"", ""gifts"", ""opens"", ""breaks"", ""returns"", ""founders""]}]",5,64
prove,they can **prove** to themselves they have got confidence.,"['demonstrate', 'show', 'confirm']","['validate', 'convince']","['demonstrate', 'confirm']",['show'],2,"[3, 2]",[0],they can prove to themselves they have got confidence.,prove,demonstrate,507,prolex,prove,demonstrate,9,14,"[{""target2"": ""confidence"", ""target2_offset"": 43, ""target2_end"": 53, ""target2_pos"": ""NN"", ""target2_rank"": 8, ""candidates"": [""assurance"", ""authority"", ""trust""]}]",1,3
prove,they can **prove** to themselves they have got confidence.,"['demonstrate', 'show', 'confirm']","['validate', 'convince']","['demonstrate', 'confirm']",['show'],2,"[3, 2]",[0],they can prove to themselves they have got confidence.,prove,show,508,prolex,prove,show,9,14,"[{""target2"": ""confidence"", ""target2_offset"": 43, ""target2_end"": 53, ""target2_pos"": ""NN"", ""target2_rank"": 8, ""candidates"": [""assurance"", ""authority"", ""trust""]}]",1,3
prove,they can **prove** to themselves they have got confidence.,"['demonstrate', 'show', 'confirm']","['validate', 'convince']","['demonstrate', 'confirm']",['show'],2,"[3, 2]",[0],they can prove to themselves they have got confidence.,prove,confirm,509,prolex,prove,confirm,9,14,"[{""target2"": ""confidence"", ""target2_offset"": 43, ""target2_end"": 53, ""target2_pos"": ""NN"", ""target2_rank"": 8, ""candidates"": [""assurance"", ""authority"", ""trust""]}]",1,3
main,For example to understand the economy students must understand the **main** concept and must learn facts.,"['principal', 'key', 'central', 'primary', 'fundamental']",[],[],"['principal', 'key', 'central', 'primary', 'fundamental']",5,[],"[2, 0, 2, 2, 3]",For example to understand the economy students must understand the main concept and must learn facts.,main,principal,510,prolex,main,principal,67,71,"[{""target2"": ""example"", ""target2_offset"": 4, ""target2_end"": 11, ""target2_pos"": ""NN"", ""target2_rank"": 1, ""candidates"": [""case"", ""instance"", ""lesson"", ""model"", ""exercise"", ""illustration"", ""representative""]}, {""target2"": ""understand"", ""target2_offset"": 15, ""target2_end"": 25, ""target2_pos"": ""VB"", ""target2_rank"": 3, ""candidates"": [""see"", ""realize"", ""translate"", ""interpret"", ""read"", ""infer"", ""realise""]}, {""target2"": ""economy"", ""target2_offset"": 30, ""target2_end"": 37, ""target2_pos"": ""NN"", ""target2_rank"": 5, ""candidates"": [""saving""]}, {""target2"": ""students"", ""target2_offset"": 38, ""target2_end"": 46, ""target2_pos"": ""NNS"", ""target2_rank"": 6, ""candidates"": [""pupils"", ""scholars""]}, {""target2"": ""understand"", ""target2_offset"": 52, ""target2_end"": 62, ""target2_pos"": ""VB"", ""target2_rank"": 8, ""candidates"": [""see"", ""realize"", ""translate"", ""interpret"", ""read"", ""infer"", ""realise""]}]",5,24
main,For example to understand the economy students must understand the **main** concept and must learn facts.,"['principal', 'key', 'central', 'primary', 'fundamental']",[],[],"['principal', 'key', 'central', 'primary', 'fundamental']",5,[],"[2, 0, 2, 2, 3]",For example to understand the economy students must understand the main concept and must learn facts.,main,key,511,prolex,main,key,67,71,"[{""target2"": ""example"", ""target2_offset"": 4, ""target2_end"": 11, ""target2_pos"": ""NN"", ""target2_rank"": 1, ""candidates"": [""case"", ""instance"", ""lesson"", ""model"", ""exercise"", ""illustration"", ""representative""]}, {""target2"": ""understand"", ""target2_offset"": 15, ""target2_end"": 25, ""target2_pos"": ""VB"", ""target2_rank"": 3, ""candidates"": [""see"", ""realize"", ""translate"", ""interpret"", ""read"", ""infer"", ""realise""]}, {""target2"": ""economy"", ""target2_offset"": 30, ""target2_end"": 37, ""target2_pos"": ""NN"", ""target2_rank"": 5, ""candidates"": [""saving""]}, {""target2"": ""students"", ""target2_offset"": 38, ""target2_end"": 46, ""target2_pos"": ""NNS"", ""target2_rank"": 6, ""candidates"": [""pupils"", ""scholars""]}, {""target2"": ""understand"", ""target2_offset"": 52, ""target2_end"": 62, ""target2_pos"": ""VB"", ""target2_rank"": 8, ""candidates"": [""see"", ""realize"", ""translate"", ""interpret"", ""read"", ""infer"", ""realise""]}]",5,24
main,For example to understand the economy students must understand the **main** concept and must learn facts.,"['principal', 'key', 'central', 'primary', 'fundamental']",[],[],"['principal', 'key', 'central', 'primary', 'fundamental']",5,[],"[2, 0, 2, 2, 3]",For example to understand the economy students must understand the main concept and must learn facts.,main,central,512,prolex,main,central,67,71,"[{""target2"": ""example"", ""target2_offset"": 4, ""target2_end"": 11, ""target2_pos"": ""NN"", ""target2_rank"": 1, ""candidates"": [""case"", ""instance"", ""lesson"", ""model"", ""exercise"", ""illustration"", ""representative""]}, {""target2"": ""understand"", ""target2_offset"": 15, ""target2_end"": 25, ""target2_pos"": ""VB"", ""target2_rank"": 3, ""candidates"": [""see"", ""realize"", ""translate"", ""interpret"", ""read"", ""infer"", ""realise""]}, {""target2"": ""economy"", ""target2_offset"": 30, ""target2_end"": 37, ""target2_pos"": ""NN"", ""target2_rank"": 5, ""candidates"": [""saving""]}, {""target2"": ""students"", ""target2_offset"": 38, ""target2_end"": 46, ""target2_pos"": ""NNS"", ""target2_rank"": 6, ""candidates"": [""pupils"", ""scholars""]}, {""target2"": ""understand"", ""target2_offset"": 52, ""target2_end"": 62, ""target2_pos"": ""VB"", ""target2_rank"": 8, ""candidates"": [""see"", ""realize"", ""translate"", ""interpret"", ""read"", ""infer"", ""realise""]}]",5,24
main,For example to understand the economy students must understand the **main** concept and must learn facts.,"['principal', 'key', 'central', 'primary', 'fundamental']",[],[],"['principal', 'key', 'central', 'primary', 'fundamental']",5,[],"[2, 0, 2, 2, 3]",For example to understand the economy students must understand the main concept and must learn facts.,main,primary,513,prolex,main,primary,67,71,"[{""target2"": ""example"", ""target2_offset"": 4, ""target2_end"": 11, ""target2_pos"": ""NN"", ""target2_rank"": 1, ""candidates"": [""case"", ""instance"", ""lesson"", ""model"", ""exercise"", ""illustration"", ""representative""]}, {""target2"": ""understand"", ""target2_offset"": 15, ""target2_end"": 25, ""target2_pos"": ""VB"", ""target2_rank"": 3, ""candidates"": [""see"", ""realize"", ""translate"", ""interpret"", ""read"", ""infer"", ""realise""]}, {""target2"": ""economy"", ""target2_offset"": 30, ""target2_end"": 37, ""target2_pos"": ""NN"", ""target2_rank"": 5, ""candidates"": [""saving""]}, {""target2"": ""students"", ""target2_offset"": 38, ""target2_end"": 46, ""target2_pos"": ""NNS"", ""target2_rank"": 6, ""candidates"": [""pupils"", ""scholars""]}, {""target2"": ""understand"", ""target2_offset"": 52, ""target2_end"": 62, ""target2_pos"": ""VB"", ""target2_rank"": 8, ""candidates"": [""see"", ""realize"", ""translate"", ""interpret"", ""read"", ""infer"", ""realise""]}]",5,24
main,For example to understand the economy students must understand the **main** concept and must learn facts.,"['principal', 'key', 'central', 'primary', 'fundamental']",[],[],"['principal', 'key', 'central', 'primary', 'fundamental']",5,[],"[2, 0, 2, 2, 3]",For example to understand the economy students must understand the main concept and must learn facts.,main,fundamental,514,prolex,main,fundamental,67,71,"[{""target2"": ""example"", ""target2_offset"": 4, ""target2_end"": 11, ""target2_pos"": ""NN"", ""target2_rank"": 1, ""candidates"": [""case"", ""instance"", ""lesson"", ""model"", ""exercise"", ""illustration"", ""representative""]}, {""target2"": ""understand"", ""target2_offset"": 15, ""target2_end"": 25, ""target2_pos"": ""VB"", ""target2_rank"": 3, ""candidates"": [""see"", ""realize"", ""translate"", ""interpret"", ""read"", ""infer"", ""realise""]}, {""target2"": ""economy"", ""target2_offset"": 30, ""target2_end"": 37, ""target2_pos"": ""NN"", ""target2_rank"": 5, ""candidates"": [""saving""]}, {""target2"": ""students"", ""target2_offset"": 38, ""target2_end"": 46, ""target2_pos"": ""NNS"", ""target2_rank"": 6, ""candidates"": [""pupils"", ""scholars""]}, {""target2"": ""understand"", ""target2_offset"": 52, ""target2_end"": 62, ""target2_pos"": ""VB"", ""target2_rank"": 8, ""candidates"": [""see"", ""realize"", ""translate"", ""interpret"", ""read"", ""infer"", ""realise""]}]",5,24
risks,"People do something for very reasons such as because of compulsion, to be happy, However, something is not enough for some people `successful people try new things and take **risks** rather than only doing what they already know how to do well.",['chances'],"['hazards', 'dangers', 'gambles', 'threats']",[],['chances'],2,[],[1],"People do something for very reasons such as because of compulsion, to be happy, However, something is not enough for some people `successful people try new things and take risks rather than only doing what they already know how to do well.",risks,chances,515,prolex,risks,chances,173,178,"[{""target2"": ""People"", ""target2_offset"": 0, ""target2_end"": 6, ""target2_pos"": ""NNS"", ""target2_rank"": 0, ""candidates"": [""Mass""]}, {""target2"": ""very"", ""target2_offset"": 24, ""target2_end"": 28, ""target2_pos"": ""RB"", ""target2_rank"": 4, ""candidates"": [""real"", ""really""]}, {""target2"": ""reasons"", ""target2_offset"": 29, ""target2_end"": 36, ""target2_pos"": ""NNS"", ""target2_rank"": 5, ""candidates"": [""grounds"", ""causes"", ""reasonableness""]}, {""target2"": ""happy"", ""target2_offset"": 74, ""target2_end"": 79, ""target2_pos"": ""JJ"", ""target2_rank"": 14, ""candidates"": [""glad""]}, {""target2"": ""However"", ""target2_offset"": 81, ""target2_end"": 88, ""target2_pos"": ""RB"", ""target2_rank"": 16, ""candidates"": [""Still"", ""Nevertheless"", ""Nonetheless"", ""Yet""]}]",5,11
babies,"Because, it helps people to make many friends who are working in different fields and it is also beneficial in raising **babies**.","['young ones', 'kids', 'offspring']","['infants', 'toddlers']","['kids', 'offspring', 'young ones']",[],0,"[1, 4, 'None']",[],"Because, it helps people to make many friends who are working in different fields and it is also beneficial in raising babies.",babies,kids,516,prolex,babies,kids,119,125,"[{""target2"": ""helps"", ""target2_offset"": 12, ""target2_end"": 17, ""target2_pos"": ""VBZ"", ""target2_rank"": 3, ""candidates"": [""aids"", ""serves"", ""assists"", ""facilitates""]}, {""target2"": ""people"", ""target2_offset"": 18, ""target2_end"": 24, ""target2_pos"": ""NNS"", ""target2_rank"": 4, ""candidates"": [""mass"", ""masses""]}, {""target2"": ""make"", ""target2_offset"": 28, ""target2_end"": 32, ""target2_pos"": ""VB"", ""target2_rank"": 6, ""candidates"": [""do"", ""build"", ""cause"", ""reach"", ""create"", ""hold"", ""produce"", ""have"", ""give"", ""construct"", ""form"", ""earn"", ""prepare"", ""establish"", ""draw"", ""get"", ""hit"", ""cook"", ""induce"", ""fix"", ""gain"", ""name"", ""work"", ""stimulate"", ""take"", ""realize"", ""piss"", ""ready"", ""throw""]}, {""target2"": ""friends"", ""target2_offset"": 38, ""target2_end"": 45, ""target2_pos"": ""NNS"", ""target2_rank"": 8, ""candidates"": [""allies"", ""supporters"", ""champions""]}, {""target2"": ""working"", ""target2_offset"": 54, ""target2_end"": 61, ""target2_pos"": ""VBG"", ""target2_rank"": 11, ""candidates"": [""bring"", ""solving"", ""operating"", ""influencing"", ""forming"", ""functioning"", ""exploiting"", ""shaping"", ""going"", ""exercising"", ""acting"", ""making"", ""molding"", ""playing"", ""turning"", ""processing""]}]",5,54
babies,"Because, it helps people to make many friends who are working in different fields and it is also beneficial in raising **babies**.","['young ones', 'kids', 'offspring']","['infants', 'toddlers']","['kids', 'offspring', 'young ones']",[],0,"[1, 4, 'None']",[],"Because, it helps people to make many friends who are working in different fields and it is also beneficial in raising babies.",babies,offspring,517,prolex,babies,offspring,119,125,"[{""target2"": ""helps"", ""target2_offset"": 12, ""target2_end"": 17, ""target2_pos"": ""VBZ"", ""target2_rank"": 3, ""candidates"": [""aids"", ""serves"", ""assists"", ""facilitates""]}, {""target2"": ""people"", ""target2_offset"": 18, ""target2_end"": 24, ""target2_pos"": ""NNS"", ""target2_rank"": 4, ""candidates"": [""mass"", ""masses""]}, {""target2"": ""make"", ""target2_offset"": 28, ""target2_end"": 32, ""target2_pos"": ""VB"", ""target2_rank"": 6, ""candidates"": [""do"", ""build"", ""cause"", ""reach"", ""create"", ""hold"", ""produce"", ""have"", ""give"", ""construct"", ""form"", ""earn"", ""prepare"", ""establish"", ""draw"", ""get"", ""hit"", ""cook"", ""induce"", ""fix"", ""gain"", ""name"", ""work"", ""stimulate"", ""take"", ""realize"", ""piss"", ""ready"", ""throw""]}, {""target2"": ""friends"", ""target2_offset"": 38, ""target2_end"": 45, ""target2_pos"": ""NNS"", ""target2_rank"": 8, ""candidates"": [""allies"", ""supporters"", ""champions""]}, {""target2"": ""working"", ""target2_offset"": 54, ""target2_end"": 61, ""target2_pos"": ""VBG"", ""target2_rank"": 11, ""candidates"": [""bring"", ""solving"", ""operating"", ""influencing"", ""forming"", ""functioning"", ""exploiting"", ""shaping"", ""going"", ""exercising"", ""acting"", ""making"", ""molding"", ""playing"", ""turning"", ""processing""]}]",5,54
types,"Therefore, It seems that people will have to begin thinking about other **types** of bicycles, which do not use petrol.","['kinds', 'models', 'designs']","['forms', 'categories']","['kinds', 'models', 'designs']",[],0,"[0, 0, 0]",[],"Therefore, It seems that people will have to begin thinking about other types of bicycles, which do not use petrol.",types,kinds,518,prolex,types,kinds,72,77,"[{""target2"": ""Therefore"", ""target2_offset"": 0, ""target2_end"": 9, ""target2_pos"": ""RB"", ""target2_rank"": 0, ""candidates"": [""Thus"", ""Hence"", ""Consequently"", ""So""]}, {""target2"": ""seems"", ""target2_offset"": 14, ""target2_end"": 19, ""target2_pos"": ""VBZ"", ""target2_rank"": 3, ""candidates"": [""looks"", ""appears""]}, {""target2"": ""people"", ""target2_offset"": 25, ""target2_end"": 31, ""target2_pos"": ""NNS"", ""target2_rank"": 5, ""candidates"": [""mass"", ""masses""]}, {""target2"": ""begin"", ""target2_offset"": 45, ""target2_end"": 50, ""target2_pos"": ""VB"", ""target2_rank"": 9, ""candidates"": [""start"", ""commence"", ""get""]}, {""target2"": ""thinking"", ""target2_offset"": 51, ""target2_end"": 59, ""target2_pos"": ""VBG"", ""target2_rank"": 10, ""candidates"": [""remembering"", ""believing"", ""recalling"", ""guessing"", ""intending"", ""meaning"", ""imagining"", ""considering"", ""retrieving""]}]",5,20
types,"Therefore, It seems that people will have to begin thinking about other **types** of bicycles, which do not use petrol.","['kinds', 'models', 'designs']","['forms', 'categories']","['kinds', 'models', 'designs']",[],0,"[0, 0, 0]",[],"Therefore, It seems that people will have to begin thinking about other types of bicycles, which do not use petrol.",types,models,519,prolex,types,models,72,77,"[{""target2"": ""Therefore"", ""target2_offset"": 0, ""target2_end"": 9, ""target2_pos"": ""RB"", ""target2_rank"": 0, ""candidates"": [""Thus"", ""Hence"", ""Consequently"", ""So""]}, {""target2"": ""seems"", ""target2_offset"": 14, ""target2_end"": 19, ""target2_pos"": ""VBZ"", ""target2_rank"": 3, ""candidates"": [""looks"", ""appears""]}, {""target2"": ""people"", ""target2_offset"": 25, ""target2_end"": 31, ""target2_pos"": ""NNS"", ""target2_rank"": 5, ""candidates"": [""mass"", ""masses""]}, {""target2"": ""begin"", ""target2_offset"": 45, ""target2_end"": 50, ""target2_pos"": ""VB"", ""target2_rank"": 9, ""candidates"": [""start"", ""commence"", ""get""]}, {""target2"": ""thinking"", ""target2_offset"": 51, ""target2_end"": 59, ""target2_pos"": ""VBG"", ""target2_rank"": 10, ""candidates"": [""remembering"", ""believing"", ""recalling"", ""guessing"", ""intending"", ""meaning"", ""imagining"", ""considering"", ""retrieving""]}]",5,20
